Pitch,Roll,Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z
0.40933207,4.8736095,-0.017055437,0.07089689,0.12159061,-3.7253778,-8.805874,1.484405
0.40934289,4.873621,-0.017055437,0.07089689,0.12159061,-3.7253778,-8.805874,1.484405
0.40938643,4.873664,-0.019185968,0.068766356,0.118394814,-3.7301662,-8.801085,1.5562311
0.40940964,4.873687,-0.019185968,0.068766356,0.118394814,-3.7301662,-8.801085,1.5562311
0.40942368,4.873706,-0.02238176,0.069831625,0.11200323,-3.739743,-8.844181,1.5227122
0.40943953,4.8737283,-0.02238176,0.069831625,0.11200323,-3.739743,-8.844181,1.5227122
0.4094758,4.8737655,-0.026642818,0.068766356,0.10667691,-3.7445314,-8.820239,1.5658079
0.40951183,4.873802,-0.026642818,0.068766356,0.10667691,-3.7445314,-8.820239,1.5658079
0.4095489,4.873841,-0.026642818,0.07089689,0.102415845,-3.7110126,-8.839393,1.6280571
0.4095858,4.873879,-0.026642818,0.07089689,0.102415845,-3.7110126,-8.839393,1.6280571
0.40959302,4.8738985,-0.026642818,0.07089689,0.09922005,-3.7253778,-8.901642,1.5658079
0.40960002,4.8739185,-0.026642818,0.07089689,0.09922005,-3.7253778,-8.901642,1.5658079
0.40963805,4.873958,-0.027708083,0.071962155,0.09602426,-3.7445314,-8.90643,1.6663644
0.4096758,4.873998,-0.027708083,0.071962155,0.09602426,-3.7445314,-8.90643,1.6663644
0.40971467,4.8740416,-0.025577553,0.07302742,0.091763206,-3.7924154,-8.944737,1.6567876
0.40975365,4.874085,-0.025577553,0.07302742,0.091763206,-3.7924154,-8.944737,1.6567876
0.40977746,4.874128,-0.02238176,0.07089689,0.087502144,-3.8259344,-8.949526,1.5849615
0.4098012,4.8741703,-0.02238176,0.07089689,0.087502144,-3.8259344,-8.949526,1.5849615
0.4098263,4.874219,-0.019185968,0.068766356,0.08430635,-3.8307228,-8.978256,1.6136919
0.40985122,4.8742676,-0.019185968,0.068766356,0.08430635,-3.8307228,-8.978256,1.6136919
0.40986565,4.874317,-0.0138596445,0.06663583,0.08537161,-3.845088,-8.90643,1.5275006
0.40987948,4.874366,-0.0138596445,0.06663583,0.08537161,-3.845088,-8.90643,1.5275006
0.4099031,4.874427,-0.008533322,0.0645053,0.08324109,-3.845088,-8.882488,1.532289
0.40992618,4.874489,-0.008533322,0.0645053,0.08324109,-3.845088,-8.882488,1.532289
0.41005877,4.874568,-0.0042722644,0.06344004,0.08217582,-3.916914,-8.829816,1.4987702
0.4101895,4.8746476,-0.0042722644,0.06344004,0.08217582,-3.916914,-8.829816,1.4987702
0.41036618,4.8745437,-0.0010764711,0.060244244,0.08217582,-3.940856,-8.805874,1.388637
0.41054237,4.8744392,-0.0010764711,0.060244244,0.08217582,-3.940856,-8.805874,1.388637
0.41077113,4.8744164,0.0031845868,0.05917898,0.08111056,-3.940856,-8.748413,1.4269443
0.41099992,4.8743935,0.0031845868,0.05917898,0.08111056,-3.940856,-8.748413,1.4269443
0.41121325,4.8743324,0.0053151157,0.05704845,0.08217582,-3.9552212,-8.700529,1.3838485
0.4114265,4.874271,0.0053151157,0.05704845,0.08217582,-3.9552212,-8.700529,1.3838485
0.41165403,4.8742867,0.0053151157,0.055983186,0.08324109,-3.916914,-8.6813755,1.4317327
0.4118832,4.8743033,0.0053151157,0.055983186,0.08324109,-3.916914,-8.6813755,1.4317327
0.4121029,4.874256,0.0053151157,0.052787393,0.08324109,-3.9600096,-8.676587,1.388637
0.41232225,4.8742085,0.0053151157,0.052787393,0.08324109,-3.9600096,-8.676587,1.388637
0.41254923,4.8742204,0.0031845868,0.051722128,0.08217582,-3.9600096,-8.647857,1.4317327
0.41277596,4.8742332,0.0031845868,0.051722128,0.08217582,-3.9600096,-8.647857,1.4317327
0.4129934,4.8742657,0.0010540579,0.050656863,0.08217582,-3.9456444,-8.6813755,1.4460979
0.41321066,4.8742986,0.0010540579,0.050656863,0.08217582,-3.9456444,-8.6813755,1.4460979
0.41340703,4.8743553,-0.0021417355,0.0495916,0.08324109,-3.9217024,-8.676587,1.4556746
0.41360152,4.874413,-0.0021417355,0.0495916,0.08324109,-3.9217024,-8.676587,1.4556746
0.41381848,4.8744473,-0.007468058,0.0495916,0.087502144,-3.9312792,-8.695741,1.4460979
0.4140343,4.874483,-0.007468058,0.0495916,0.087502144,-3.9312792,-8.695741,1.4460979
0.414188,4.8743567,-0.01279438,0.050656863,0.091763206,-3.916914,-8.75799,1.4030021
0.41433963,4.8742294,-0.01279438,0.050656863,0.091763206,-3.916914,-8.75799,1.4030021
0.41447788,4.87409,-0.019185968,0.052787393,0.09282847,-3.9025488,-8.724471,1.3838485
0.4146144,4.8739505,-0.019185968,0.052787393,0.09282847,-3.9025488,-8.724471,1.3838485
0.41485465,4.873913,-0.02238176,0.05491792,0.09282847,-3.9121256,-8.724471,1.4221559
0.4150947,4.873878,-0.02238176,0.05491792,0.09282847,-3.9121256,-8.724471,1.4221559
0.41515037,4.873684,-0.027708083,0.055983186,0.09282847,-3.8977604,-8.762778,1.4077905
0.41517508,4.873582,-0.027708083,0.055983186,0.09282847,-3.8977604,-8.762778,1.4077905
0.4155486,4.873366,-0.033034407,0.060244244,0.09602426,-3.9456444,-8.743625,1.3982137
0.4155984,4.873337,-0.033034407,0.060244244,0.09602426,-3.9456444,-8.743625,1.3982137
0.41575325,4.873189,-0.038360726,0.060244244,0.10028532,-3.9695864,-8.796297,1.364695
0.41591758,4.8730307,-0.038360726,0.060244244,0.10028532,-3.9695864,-8.796297,1.364695
0.41611075,4.872885,-0.042621784,0.060244244,0.102415845,-3.9983168,-8.781932,1.3599066
0.4163429,4.8727093,-0.042621784,0.060244244,0.102415845,-3.9983168,-8.781932,1.3599066
0.41646552,4.872573,-0.045817576,0.05917898,0.104546376,-4.003105,-8.829816,1.2976574
0.41664648,4.872371,-0.045817576,0.05917898,0.104546376,-4.003105,-8.829816,1.2976574
0.4167631,4.872233,-0.049013373,0.060244244,0.10774217,-4.003105,-8.839393,1.2737153
0.41690937,4.8720584,-0.049013373,0.060244244,0.10774217,-4.003105,-8.839393,1.2737153
0.41708687,4.8718905,-0.0511439,0.06130951,0.11413376,-4.0797195,-8.853758,1.2449849
0.41726467,4.871722,-0.0511439,0.06130951,0.11413376,-4.0797195,-8.853758,1.2449849
0.41743866,4.8715463,-0.055404957,0.06237477,0.119460076,-4.0940847,-8.8777,1.1971009
0.41761222,4.871371,-0.055404957,0.06237477,0.119460076,-4.0940847,-8.8777,1.1971009
0.41780412,4.871196,-0.058600754,0.06237477,0.12691693,-4.132392,-8.839393,1.1587936
0.41799688,4.8710203,-0.058600754,0.06237477,0.12691693,-4.132392,-8.839393,1.1587936
0.41818297,4.870839,-0.06286181,0.06344004,0.13437378,-4.122815,-8.868123,1.1300632
0.4183714,4.870656,-0.06286181,0.06344004,0.13437378,-4.122815,-8.868123,1.1300632
0.4185626,4.8704667,-0.0692534,0.06344004,0.1365043,-4.0940847,-8.791509,1.115698
0.4187538,4.870277,-0.0692534,0.06344004,0.1365043,-4.0940847,-8.791509,1.115698
0.41893193,4.870075,-0.07671025,0.06344004,0.14183064,-4.0557775,-8.815451,1.0582372
0.41910955,4.869874,-0.07671025,0.06344004,0.14183064,-4.0557775,-8.815451,1.0582372
0.4192676,4.8696613,-0.08523236,0.06344004,0.14609168,-3.9743748,-8.834604,1.0151415
0.41942522,4.8694487,-0.08523236,0.06344004,0.14609168,-3.9743748,-8.834604,1.0151415
0.41957512,4.8692265,-0.09481974,0.06344004,0.14928748,-3.940856,-8.853758,1.0199299
0.419725,4.8690042,-0.09481974,0.06344004,0.14928748,-3.940856,-8.853758,1.0199299
0.41986823,4.8687706,-0.105472386,0.06557056,0.15141802,-3.8977604,-8.839393,1.0103531
0.42001092,4.868537,-0.105472386,0.06557056,0.15141802,-3.8977604,-8.839393,1.0103531
0.42012,4.868296,-0.117190294,0.06663583,0.15141802,-3.7828386,-8.872911,1.043872
0.4202285,4.8680563,-0.117190294,0.06663583,0.15141802,-3.7828386,-8.872911,1.043872
0.42033952,4.867799,-0.1289082,0.067701094,0.15035275,-3.8067808,-8.887277,1.0582372
0.42044693,4.867549,-0.1289082,0.067701094,0.15035275,-3.8067808,-8.887277,1.0582372
0.42056412,4.867283,-0.13956085,0.069831625,0.14928748,-3.8594532,-8.954314,1.0295067
0.42068103,4.867017,-0.13956085,0.069831625,0.14928748,-3.8594532,-8.954314,1.0295067
0.42078832,4.86674,-0.14914823,0.07302742,0.14502643,-3.8977604,-8.978256,1.1204864
0.42089513,4.866464,-0.14914823,0.07302742,0.14502643,-3.8977604,-8.978256,1.1204864
0.42100817,4.8661757,-0.15767035,0.07515795,0.14076537,-3.9264908,-9.016563,1.0726024
0.4211206,4.8658876,-0.15767035,0.07515795,0.14076537,-3.9264908,-9.016563,1.0726024
0.42122918,4.865591,-0.16406193,0.07835374,0.13756958,-3.9217024,-9.069236,1.0295067
0.42133722,4.8652945,-0.16406193,0.07835374,0.13756958,-3.9217024,-9.069236,1.0295067
0.4214474,4.8649907,-0.17045352,0.079419,0.13543904,-3.9743748,-9.054871,1.1109096
0.42155704,4.8646865,-0.17045352,0.079419,0.13543904,-3.9743748,-9.054871,1.1109096
0.42168373,4.8643746,-0.17577985,0.08048427,0.13117799,-4.0653543,-9.11712,1.091756
0.4218104,4.8640614,-0.17577985,0.08048427,0.13117799,-4.0653543,-9.11712,1.091756
0.42191598,4.8637457,-0.1800409,0.082614794,0.12585166,-4.0078936,-9.11712,1.0726024
0.42202118,4.863429,-0.1800409,0.082614794,0.12585166,-4.0078936,-9.11712,1.0726024
0.42212015,4.86311,-0.18217143,0.084745325,0.12159061,-4.0557775,-9.165004,1.1540052
0.42221823,4.862791,-0.18217143,0.084745325,0.12159061,-4.0557775,-9.165004,1.1540052
0.42235985,4.8623743,-0.18430196,0.08581059,0.119460076,-4.0797195,-9.141062,1.1348516
0.42245173,4.862102,-0.18430196,0.08581059,0.119460076,-4.0797195,-9.141062,1.1348516
0.42258456,4.8617077,-0.18536723,0.086875856,0.119460076,-4.0892963,-9.11712,1.1923125
0.4226588,4.8614845,-0.18536723,0.086875856,0.119460076,-4.0892963,-9.11712,1.1923125
0.4227674,4.861167,-0.18536723,0.08794112,0.11732955,-4.1036615,-9.112331,1.2114661
0.42287752,4.8608418,-0.18536723,0.08794112,0.11732955,-4.1036615,-9.112331,1.2114661
0.4230073,4.8605156,-0.18430196,0.08900639,0.11519902,-4.132392,-9.093178,1.2210429
0.4231356,4.8601913,-0.18430196,0.08900639,0.11519902,-4.132392,-9.093178,1.2210429
0.42323682,4.8598657,-0.18323669,0.09007165,0.11093796,-4.122815,-9.107543,1.2785037
0.42333648,4.8595376,-0.18323669,0.09007165,0.11093796,-4.122815,-9.107543,1.2785037
0.42333648,4.8595376,-0.18323669,0.09007165,0.11093796,-4.122815,-9.107543,1.2785037
0.42333648,4.8595376,-0.18323669,0.09007165,0.11093796,-4.122815,-9.107543,1.2785037
0.42333648,4.8595376,-0.18323669,0.09007165,0.11093796,-4.122815,-9.107543,1.2785037
0.42370024,4.8589835,-0.18217143,0.0975285,0.11200323,-4.1036615,-9.184157,1.4891934
0.42373034,4.8589306,-0.18217143,0.0975285,0.11200323,-4.1036615,-9.184157,1.4891934
0.42378744,4.8588295,-0.18217143,0.0975285,0.11200323,-4.1036615,-9.184157,1.4891934
0.4238483,4.8587112,-0.18110617,0.0975285,0.11200323,-4.098873,-9.184157,1.4796166
0.42391172,4.8585877,-0.18110617,0.0975285,0.11200323,-4.098873,-9.184157,1.4796166
0.42403626,4.8584824,-0.17897564,0.0975285,0.1098727,-4.156334,-9.093178,1.4317327
0.4241599,4.858376,-0.17897564,0.0975285,0.1098727,-4.156334,-9.093178,1.4317327
0.42425632,4.8582687,-0.17791037,0.09539797,0.10774217,-4.1036615,-9.069236,1.508347
0.42435217,4.858162,-0.17791037,0.09539797,0.10774217,-4.1036615,-9.069236,1.508347
0.42453432,4.8580484,-0.17791037,0.09433271,0.10774217,-4.1946416,-8.987833,1.4317327
0.42471468,4.857936,-0.17791037,0.09433271,0.10774217,-4.1946416,-8.987833,1.4317327
0.42489994,4.8578224,-0.17791037,0.09220218,0.10880744,-4.213795,-8.968679,1.4508862
0.42508388,4.8577094,-0.17791037,0.09220218,0.10880744,-4.213795,-8.968679,1.4508862
0.42531517,4.8575664,-0.1768451,0.08900639,0.10561164,-4.232949,-8.901642,1.3790601
0.42554444,4.8574247,-0.1768451,0.08900639,0.10561164,-4.232949,-8.901642,1.3790601
0.42578465,4.8572693,-0.17577985,0.08581059,0.103481114,-4.2521024,-8.858546,1.3599066
0.42602482,4.857115,-0.17577985,0.08581059,0.103481114,-4.2521024,-8.858546,1.3599066
0.42626274,4.85696,-0.17577985,0.08154953,0.10135058,-4.285621,-8.839393,1.364695
0.42649996,4.8568063,-0.17577985,0.08154953,0.10135058,-4.285621,-8.839393,1.364695
0.42673695,4.8566465,-0.17791037,0.07728848,0.09708953,-4.285621,-8.743625,1.3551182
0.42697152,4.8564887,-0.17791037,0.07728848,0.09708953,-4.285621,-8.743625,1.3551182
0.42718872,4.8563447,-0.18110617,0.071962155,0.091763206,-4.309563,-8.7532015,1.3934253
0.42740586,4.8562007,-0.18110617,0.071962155,0.091763206,-4.309563,-8.7532015,1.3934253
0.4275935,4.8560762,-0.18430196,0.06663583,0.08643688,-4.1706996,-8.738836,1.3742718
0.42777896,4.8559537,-0.18430196,0.06663583,0.08643688,-4.1706996,-8.738836,1.3742718
0.42797118,4.8558187,-0.18856302,0.060244244,0.0800453,-4.209007,-8.714894,1.3742718
0.42816177,4.855685,-0.18856302,0.060244244,0.0800453,-4.209007,-8.714894,1.3742718
0.42832837,4.855562,-0.19282407,0.055983186,0.0768495,-4.2281604,-8.738836,1.4317327
0.42849424,4.85544,-0.19282407,0.055983186,0.0768495,-4.2281604,-8.738836,1.4317327
0.42862108,4.8553247,-0.20028092,0.051722128,0.071523175,-4.1611223,-8.676587,1.4987702
0.42874756,4.855209,-0.20028092,0.051722128,0.071523175,-4.1611223,-8.676587,1.4987702
0.42888638,4.8550825,-0.20560725,0.046395805,0.06726212,-4.2042184,-8.710106,1.4796166
0.42901608,4.854964,-0.20560725,0.046395805,0.06726212,-4.2042184,-8.710106,1.4796166
0.42913195,4.8548403,-0.21199884,0.044265278,0.06406633,-4.1659107,-8.7053175,1.4891934
0.42924738,4.8547163,-0.21199884,0.044265278,0.06406633,-4.1659107,-8.7053175,1.4891934
0.42937708,4.8545837,-0.21732515,0.04000422,0.060870536,-4.256891,-8.7532015,1.5035586
0.4295064,4.8544507,-0.21732515,0.04000422,0.060870536,-4.256891,-8.7532015,1.5035586
0.42960873,4.8543215,-0.22158621,0.036808424,0.056609474,-4.247314,-8.781932,1.5993267
0.42971113,4.854192,-0.22158621,0.036808424,0.056609474,-4.247314,-8.781932,1.5993267
0.42981362,4.85406,-0.224782,0.03254737,0.05341368,-4.247314,-8.796297,1.5562311
0.42991695,4.8539267,-0.224782,0.03254737,0.05341368,-4.247314,-8.796297,1.5562311
0.43000576,4.8537984,-0.22691253,0.02828631,0.05234842,-4.237737,-8.829816,1.5897499
0.430095,4.8536687,-0.22691253,0.02828631,0.05234842,-4.237737,-8.829816,1.5897499
0.4302179,4.8535304,-0.22691253,0.022959989,0.05021789,-4.280833,-8.772355,1.4796166
0.43033996,4.853393,-0.22691253,0.022959989,0.05021789,-4.280833,-8.772355,1.4796166
0.4304431,4.8532653,-0.224782,0.017633665,0.04808736,-4.247314,-8.762778,1.5131354
0.43054608,4.8531375,-0.224782,0.017633665,0.04808736,-4.247314,-8.762778,1.5131354
0.4306542,4.8530116,-0.22371674,0.0133726075,0.04808736,-4.2521024,-8.796297,1.4700398
0.4307619,4.852886,-0.22371674,0.0133726075,0.04808736,-4.2521024,-8.796297,1.4700398
0.43083304,4.852773,-0.21945569,0.00911155,0.047022097,-4.185065,-8.781932,1.5801731
0.43090397,4.85266,-0.21945569,0.00911155,0.047022097,-4.185065,-8.781932,1.5801731
0.43097907,4.852554,-0.21412936,0.004850492,0.044891566,-4.1946416,-8.801085,1.5131354
0.43105403,4.8524475,-0.21412936,0.004850492,0.044891566,-4.1946416,-8.801085,1.5131354
0.43110833,4.852352,-0.20560725,0.0037852274,0.04276104,-4.1276035,-8.801085,1.4508862
0.43116236,4.852257,-0.20560725,0.0037852274,0.04276104,-4.1276035,-8.801085,1.4508862
0.43121395,4.852172,-0.19601987,0.00058943406,0.043826304,-4.1611223,-8.882488,1.4748282
0.43126532,4.8520875,-0.19601987,0.00058943406,0.043826304,-4.1611223,-8.882488,1.4748282
0.4313277,4.8520136,-0.18536723,0.00058943406,0.044891566,-4.1611223,-8.848969,1.4317327
0.43138984,4.8519397,-0.18536723,0.00058943406,0.044891566,-4.1611223,-8.848969,1.4317327
0.43151307,4.851862,-0.17364931,-0.0015410949,0.044891566,-4.2425256,-8.872911,1.3551182
0.43163517,4.851785,-0.17364931,-0.0015410949,0.044891566,-4.2425256,-8.872911,1.3551182
0.43174544,4.8517265,-0.16193141,-0.004736888,0.044891566,-4.271256,-8.901642,1.3982137
0.431855,4.8516674,-0.16193141,-0.004736888,0.044891566,-4.271256,-8.901642,1.3982137
0.43200588,4.8515997,-0.14914823,-0.0100632105,0.04595683,-4.2999864,-8.935161,1.3311762
0.43215594,4.8515325,-0.14914823,-0.0100632105,0.04595683,-4.2999864,-8.935161,1.3311762
0.43231577,4.851474,-0.13636506,-0.015389533,0.049152624,-4.295198,-8.916007,1.316811
0.43247503,4.8514156,-0.13636506,-0.015389533,0.049152624,-4.295198,-8.916007,1.316811
0.4326601,4.8513365,-0.12464715,-0.022846384,0.05341368,-4.3047748,-8.863335,1.2737153
0.4328445,4.8512583,-0.12464715,-0.022846384,0.05341368,-4.3047748,-8.863335,1.2737153
0.43303105,4.8511977,-0.11186397,-0.02923797,0.056609474,-4.256891,-8.858546,1.2641385
0.43321705,4.851138,-0.11186397,-0.02923797,0.056609474,-4.256891,-8.858546,1.2641385
0.433382,4.850998,-0.0990808,-0.035629556,0.05767474,-4.295198,-8.872911,1.1683705
0.4335474,4.8508577,-0.0990808,-0.035629556,0.05767474,-4.295198,-8.872911,1.1683705
0.43372658,4.8507514,-0.08523236,-0.04308641,0.05980527,-4.2664676,-8.825027,1.1875241
0.43390587,4.850646,-0.08523236,-0.04308641,0.05980527,-4.2664676,-8.825027,1.1875241
0.43402353,4.8505054,-0.07244919,-0.051608525,0.060870536,-4.247314,-8.810662,1.0582372
0.43414134,4.8503647,-0.07244919,-0.051608525,0.060870536,-4.247314,-8.810662,1.0582372
0.43429714,4.850263,-0.061796546,-0.06013064,0.061935797,-4.2185836,-8.791509,1.1587936
0.43445554,4.8501596,-0.061796546,-0.06013064,0.061935797,-4.2185836,-8.791509,1.1587936
0.43456793,4.8500485,-0.052209165,-0.06865276,0.060870536,-4.19943,-8.734048,1.0630256
0.43468207,4.8499355,-0.052209165,-0.06865276,0.060870536,-4.19943,-8.734048,1.0630256
0.43477508,4.849828,-0.044752315,-0.0793054,0.060870536,-4.175488,-8.7771435,1.0773908
0.4348678,4.8497205,-0.044752315,-0.0793054,0.060870536,-4.175488,-8.7771435,1.0773908
0.4349174,4.8496146,-0.040491257,-0.08889278,0.061935797,-4.10845,-8.78672,1.0151415
0.43496668,4.8495083,-0.040491257,-0.08889278,0.061935797,-4.10845,-8.78672,1.0151415
0.43501082,4.8494105,-0.03729546,-0.09848016,0.06406633,-4.10845,-8.78672,1.1109096
0.43505457,4.849313,-0.03729546,-0.09848016,0.06406633,-4.10845,-8.78672,1.1109096
0.43505457,4.849313,-0.03729546,-0.09848016,0.06406633,-4.10845,-8.78672,1.1109096
0.43505457,4.849313,-0.03729546,-0.09848016,0.06406633,-4.10845,-8.78672,1.1109096
0.4353159,4.849025,-0.028773347,-0.11552439,0.06513159,-4.1515455,-8.791509,1.0726024
0.43536985,4.8489637,-0.028773347,-0.11552439,0.06513159,-4.1515455,-8.791509,1.0726024
0.43543854,4.8489,-0.025577553,-0.124046504,0.06619686,-4.19943,-8.75799,0.9720459
0.43555927,4.8488035,-0.025577553,-0.124046504,0.06619686,-4.19943,-8.75799,0.9720459
0.43558666,4.8487763,-0.02451229,-0.12937284,0.06832738,-4.146757,-8.762778,1.0055647
0.43566304,4.8487005,-0.02451229,-0.12937284,0.06832738,-4.146757,-8.762778,1.0055647
0.43574557,4.848633,-0.023447026,-0.13469915,0.06939265,-4.1276035,-8.690952,1.0103531
0.43580678,4.848582,-0.023447026,-0.13469915,0.06939265,-4.1276035,-8.690952,1.0103531
0.435883,4.8485045,-0.023447026,-0.14002547,0.06939265,-4.1036615,-8.695741,0.9911995
0.43593273,4.848454,-0.023447026,-0.14002547,0.06939265,-4.1036615,-8.695741,0.9911995
0.43599257,4.8483906,-0.02451229,-0.14428653,0.06832738,-4.0653543,-8.623915,1.0103531
0.43605176,4.8483276,-0.02451229,-0.14428653,0.06832738,-4.0653543,-8.623915,1.0103531
0.4360905,4.8482666,-0.02238176,-0.1453518,0.06726212,-4.0318356,-8.6095495,1.0630256
0.43612888,4.8482056,-0.02238176,-0.1453518,0.06726212,-4.0318356,-8.6095495,1.0630256
0.43616936,4.848143,-0.02238176,-0.14322127,0.06513159,-3.9935284,-8.537724,0.9720459
0.4362096,4.8480806,-0.02238176,-0.14322127,0.06513159,-3.9935284,-8.537724,0.9720459
