Pitch,Roll,Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z
5.1764956,4.600322,0.0095509915,-0.08726736,-0.32219708,-11.485437,13.733532,-1.0397043
5.175738,4.599736,-0.0011016531,-0.08513683,-0.33178446,-11.493562,13.731405,-1.0187387
5.1753545,4.599437,-0.009623769,-0.08407157,-0.34030658,-11.447359,13.742267,-1.022605
5.1749682,4.5991364,-0.009623769,-0.08407157,-0.34030658,-11.449058,13.738739,-1.0216742
5.174575,4.5988293,-0.019211149,-0.08194104,-0.34776342,-11.489094,13.739935,-0.92495537
5.174181,4.5985217,-0.019211149,-0.08194104,-0.34776342,-11.49082,13.736337,-0.92401314
5.1737785,4.598206,-0.028798528,-0.07981051,-0.35628554,-11.449486,13.723077,-0.94698524
5.173376,4.5978894,-0.028798528,-0.07981051,-0.35628554,-11.451249,13.719395,-0.94601345
5.1729627,4.5975676,-0.03838591,-0.076614715,-0.36800346,-11.520099,13.67731,-0.9354477
5.172549,4.597244,-0.03838591,-0.076614715,-0.36800346,-11.521906,13.673521,-0.93446445
5.172125,4.5969152,-0.04584276,-0.074484184,-0.37759084,-11.499814,13.684007,-0.89516354
5.1717005,4.5965858,-0.04584276,-0.074484184,-0.37759084,-11.501667,13.680126,-0.89416313
5.1712666,4.596254,-0.052234348,-0.07235366,-0.38824347,-11.556232,13.733617,-0.7973995
5.1708326,4.595921,-0.052234348,-0.07235366,-0.38824347,-11.558123,13.729648,-0.7964039
5.17039,4.5955887,-0.056495406,-0.06915787,-0.3967656,-11.579202,13.653769,-0.7571163
5.169947,4.595255,-0.056495406,-0.06915787,-0.3967656,-11.581129,13.649719,-0.75613403
5.1694984,4.5949197,-0.060756464,-0.06702734,-0.40315717,-11.573505,13.717437,-0.80303
5.1690483,4.5945835,-0.060756464,-0.06702734,-0.40315717,-11.575457,13.713322,-0.8020468
5.168593,4.594242,-0.06501752,-0.065962076,-0.40954876,-11.620526,13.689999,-0.801054
5.1681366,4.5939007,-0.06501752,-0.065962076,-0.40954876,-11.622504,13.685824,-0.8000555
5.167674,4.593557,-0.06608278,-0.065962076,-0.4170056,-11.672391,13.748624,-0.7559681
5.1672115,4.593212,-0.06608278,-0.065962076,-0.4170056,-11.674392,13.744391,-0.7549753
5.1667433,4.592867,-0.068213314,-0.06489681,-0.42233193,-11.705141,13.692217,-0.66779995
5.1662755,4.592522,-0.068213314,-0.06489681,-0.42233193,-11.707163,13.687933,-0.66681194
5.1658063,4.5921736,-0.06714805,-0.065962076,-0.42446247,-11.757071,13.683631,-0.7184868
5.165337,4.591824,-0.06714805,-0.065962076,-0.42446247,-11.759093,13.679324,-0.7174921
5.1648674,4.591472,-0.06501752,-0.0680926,-0.42446247,-11.7659,13.679814,-0.66860676
5.164399,4.5911207,-0.06501752,-0.0680926,-0.42446247,-11.767914,13.675513,-0.6676054
5.1639314,4.590765,-0.06182173,-0.07128839,-0.42339718,-11.789079,13.699948,-0.64264774
