Pitch,Roll,Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z
0.4971303,4.794669,0.19524503,0.031491987,-0.25865903,-3.7541082,-8.834604,0.61770403
0.4967282,4.794815,0.1963103,0.035753045,-0.27357274,-3.763685,-8.825027,0.63206923
0.496326,4.79496,0.1963103,0.035753045,-0.27357274,-3.763685,-8.825027,0.63206923
0.49590674,4.795096,0.19844083,0.04107937,-0.2863559,-3.787627,-8.78672,0.5746084
0.49548885,4.7952313,0.19844083,0.04107937,-0.2863559,-3.787627,-8.78672,0.5746084
0.49505866,4.795375,0.19950609,0.04853622,-0.2959433,-3.8067808,-8.743625,0.6368576
0.4946287,4.7955174,0.19950609,0.04853622,-0.2959433,-3.8067808,-8.743625,0.6368576
0.49419183,4.79565,0.19950609,0.05918886,-0.3044654,-3.845088,-8.695741,0.62249243
0.49375474,4.7957826,0.19950609,0.05918886,-0.3044654,-3.845088,-8.695741,0.62249243
0.4933201,4.795893,0.19950609,0.069841504,-0.3076612,-3.9935284,-8.700529,0.5746084
0.49288595,4.7960033,0.19950609,0.069841504,-0.3076612,-3.9935284,-8.700529,0.5746084
0.49244964,4.796115,0.20163663,0.08262468,-0.3076612,-4.0892963,-8.7532015,0.61770403
0.49201503,4.7962255,0.20163663,0.08262468,-0.3076612,-4.0892963,-8.7532015,0.61770403
0.49159804,4.796303,0.20270188,0.09753838,-0.3044654,-4.232949,-8.724471,0.5602432
0.4911816,4.796379,0.20270188,0.09753838,-0.3044654,-4.232949,-8.724471,0.5602432
0.4907591,4.7964797,0.20376715,0.11138682,-0.29700854,-4.3143516,-8.686164,0.6703765
0.49033672,4.7965794,0.20376715,0.11138682,-0.29700854,-4.3143516,-8.686164,0.6703765
0.4899405,4.7966413,0.20483242,0.12523526,-0.2895517,-4.405331,-8.676587,0.63206923
0.48954645,4.7967014,0.20483242,0.12523526,-0.2895517,-4.405331,-8.676587,0.63206923
0.4891669,4.796752,0.20589767,0.13695318,-0.27996433,-4.4340615,-8.686164,0.63206923
0.48878813,4.7968006,0.20589767,0.13695318,-0.27996433,-4.4340615,-8.686164,0.63206923
0.48847958,4.7968116,0.20589767,0.14547528,-0.26931167,-4.525041,-8.710106,0.5554548
0.48817155,4.796822,0.20589767,0.14547528,-0.26931167,-4.525041,-8.710106,0.5554548
0.48787528,4.796833,0.20802821,0.1508016,-0.25865903,-4.572925,-8.724471,0.62249243
0.48758125,4.796843,0.20802821,0.1508016,-0.25865903,-4.572925,-8.724471,0.62249243
0.48729962,4.796855,0.211224,0.15293214,-0.2501369,-4.6160207,-8.767567,0.6560113
0.48702145,4.7968655,0.211224,0.15293214,-0.2501369,-4.6160207,-8.767567,0.6560113
0.48677853,4.796878,0.2144198,0.1508016,-0.2416148,-4.644751,-8.796297,0.60333884
0.48653758,4.7968893,0.2144198,0.1508016,-0.2416148,-4.644751,-8.796297,0.60333884
0.48633495,4.7969074,0.21655032,0.14547528,-0.23415795,-4.6830587,-8.7771435,0.60333884
0.48613417,4.796926,0.21655032,0.14547528,-0.23415795,-4.6830587,-8.7771435,0.60333884
0.4859804,4.796963,0.21974611,0.1390837,-0.22883163,-4.7405195,-8.815451,0.6607997
0.48582777,4.797001,0.21974611,0.1390837,-0.22883163,-4.7405195,-8.815451,0.6607997
0.4856931,4.797051,0.22187665,0.13162684,-0.2235053,-4.7500963,-8.791509,0.6560113
0.48555908,4.7971015,0.22187665,0.13162684,-0.2235053,-4.7500963,-8.791509,0.6560113
0.48543668,4.797164,0.2261377,0.1209742,-0.21391793,-4.783615,-8.762778,0.61291564
0.4853144,4.797227,0.2261377,0.1209742,-0.21391793,-4.783615,-8.762778,0.61291564
0.48525015,4.797349,0.23039876,0.11032156,-0.20326528,-4.7884035,-8.7053175,0.6943185
0.48518544,4.7974706,0.23039876,0.11032156,-0.20326528,-4.7884035,-8.7053175,0.6943185
0.4851302,4.7976265,0.23465982,0.09966891,-0.18941684,-4.831499,-8.734048,0.6991069
0.48508573,4.7977505,0.23465982,0.09966891,-0.18941684,-4.831499,-8.734048,0.6991069
0.4850544,4.7978964,0.23998614,0.089016266,-0.17343788,-4.807557,-8.652645,0.6943185
0.48502168,4.798047,0.23998614,0.089016266,-0.17343788,-4.807557,-8.652645,0.6943185
0.48500982,4.798224,0.2442472,0.07729836,-0.15639365,-4.8267107,-8.6095495,0.7086837
0.48499772,4.7984,0.2442472,0.07729836,-0.15639365,-4.8267107,-8.6095495,0.7086837
0.48500112,4.7985754,0.24744299,0.06558045,-0.13615362,-4.8219223,-8.571242,0.6847417
0.48500437,4.7987494,0.24744299,0.06558045,-0.13615362,-4.8219223,-8.571242,0.6847417
0.485023,4.7989235,0.25063878,0.054927804,-0.11484833,-4.7979803,-8.542512,0.6655881
0.4850413,4.799096,0.25063878,0.054927804,-0.11484833,-4.7979803,-8.542512,0.6655881
0.48509204,4.799303,0.25276932,0.046405688,-0.091412514,-4.759673,-8.470686,0.7086837
0.48514262,4.799509,0.25276932,0.046405688,-0.091412514,-4.759673,-8.470686,0.7086837
0.4852137,4.7997165,0.2559651,0.033622514,-0.06691143,-4.735731,-8.446744,0.6943185
0.4852846,4.799923,0.2559651,0.033622514,-0.06691143,-4.735731,-8.446744,0.6943185
0.48538578,4.8001595,0.2559651,0.022969872,-0.041345086,-4.7022123,-8.379706,0.7230489
0.485485,4.80039,0.2559651,0.022969872,-0.041345086,-4.7022123,-8.379706,0.7230489
0.48559642,4.8005953,0.25809565,0.013382491,-0.016844003,-4.6112323,-8.374918,0.6895301
0.48570657,4.800799,0.25809565,0.013382491,-0.016844003,-4.6112323,-8.374918,0.6895301
0.48582134,4.800987,0.2591609,0.0027298466,0.0044612866,-4.548983,-8.37013,0.6943185
0.48594528,4.8011904,0.2591609,0.0027298466,0.0044612866,-4.548983,-8.37013,0.6943185
0.4860314,4.8013563,0.2591609,-0.0068575335,0.022570781,-4.4580035,-8.298303,0.6655881
